Iterações entre number1 / number2: 32400
+4 0/1 / +5 = +4/5
+4 0/1 / +6 = +2/3
+4 0/1 / +7 = +4/7
+4 0/1 / +8 = +1/2
+4 0/1 / +9 = +4/9
+4 0/1 / -1 = -4
+4 0/1 / -2 = -2
+4 0/1 / -3 = -1 1/3
+4 0/1 / -4 = -1
+4 0/1 / -5 = -4/5
+4 0/1 / -6 = -2/3
+4 0/1 / -7 = -4/7
+4 0/1 / -8 = -1/2
+4 0/1 / -9 = -4/9
+4 0/2 / +1 = +4
+4 0/2 / +2 = +2
+4 0/2 / +3 = +1 1/3
+4 0/2 / +4 = +1
+4 0/2 / +5 = +4/5
+4 0/2 / +6 = +2/3
+4 0/2 / +7 = +4/7
+4 0/2 / +8 = +1/2
+4 0/2 / +9 = +4/9
+4 0/2 / -1 = -4
+4 0/2 / -2 = -2
+4 0/2 / -3 = -1 1/3
+4 0/2 / -4 = -1
+4 0/2 / -5 = -4/5
+4 0/2 / -6 = -2/3
+4 0/2 / -7 = -4/7
+4 0/2 / -8 = -1/2
+4 0/2 / -9 = -4/9
+4 0/3 / +1 = +4
+4 0/3 / +2 = +2
+4 0/3 / +3 = +1 1/3
+4 0/3 / +4 = +1
+4 0/3 / +5 = +4/5
+4 0/3 / +6 = +2/3
+4 0/3 / +7 = +4/7
+4 0/3 / +8 = +1/2
+4 0/3 / +9 = +4/9
+4 0/3 / -1 = -4
+4 0/3 / -2 = -2
+4 0/3 / -3 = -1 1/3
+4 0/3 / -4 = -1
+4 0/3 / -5 = -4/5
+4 0/3 / -6 = -2/3
+4 0/3 / -7 = -4/7
+4 0/3 / -8 = -1/2
+4 0/3 / -9 = -4/9
+4 0/4 / +1 = +4
+4 0/4 / +2 = +2
+4 0/4 / +3 = +1 1/3
+4 0/4 / +4 = +1
+4 0/4 / +5 = +4/5
+4 0/4 / +6 = +2/3
+4 0/4 / +7 = +4/7
+4 0/4 / +8 = +1/2
+4 0/4 / +9 = +4/9
+4 0/4 / -1 = -4
+4 0/4 / -2 = -2
+4 0/4 / -3 = -1 1/3
+4 0/4 / -4 = -1
+4 0/4 / -5 = -4/5
+4 0/4 / -6 = -2/3
+4 0/4 / -7 = -4/7
+4 0/4 / -8 = -1/2
+4 0/4 / -9 = -4/9
+4 0/5 / +1 = +4
+4 0/5 / +2 = +2
+4 0/5 / +3 = +1 1/3
+4 0/5 / +4 = +1
+4 0/5 / +5 = +4/5
+4 0/5 / +6 = +2/3
+4 0/5 / +7 = +4/7
+4 0/5 / +8 = +1/2
+4 0/5 / +9 = +4/9
+4 0/5 / -1 = -4
+4 0/5 / -2 = -2
+4 0/5 / -3 = -1 1/3
+4 0/5 / -4 = -1
+4 0/5 / -5 = -4/5
+4 0/5 / -6 = -2/3
+4 0/5 / -7 = -4/7
+4 0/5 / -8 = -1/2
+4 0/5 / -9 = -4/9
+4 0/6 / +1 = +4
+4 0/6 / +2 = +2
+4 0/6 / +3 = +1 1/3
+4 0/6 / +4 = +1
+4 0/6 / +5 = +4/5
+4 0/6 / +6 = +2/3
+4 0/6 / +7 = +4/7
+4 0/6 / +8 = +1/2
+4 0/6 / +9 = +4/9
+4 0/6 / -1 = -4
+4 0/6 / -2 = -2
+4 0/6 / -3 = -1 1/3
+4 0/6 / -4 = -1
+4 0/6 / -5 = -4/5
+4 0/6 / -6 = -2/3
+4 0/6 / -7 = -4/7
+4 0/6 / -8 = -1/2
+4 0/6 / -9 = -4/9
+4 0/7 / +1 = +4
+4 0/7 / +2 = +2
+4 0/7 / +3 = +1 1/3
+4 0/7 / +4 = +1
+4 0/7 / +5 = +4/5
+4 0/7 / +6 = +2/3
+4 0/7 / +7 = +4/7
+4 0/7 / +8 = +1/2
+4 0/7 / +9 = +4/9
+4 0/7 / -1 = -4
+4 0/7 / -2 = -2
+4 0/7 / -3 = -1 1/3
+4 0/7 / -4 = -1
+4 0/7 / -5 = -4/5
+4 0/7 / -6 = -2/3
+4 0/7 / -7 = -4/7
+4 0/7 / -8 = -1/2
+4 0/7 / -9 = -4/9
+4 0/8 / +1 = +4
+4 0/8 / +2 = +2
+4 0/8 / +3 = +1 1/3
+4 0/8 / +4 = +1
+4 0/8 / +5 = +4/5
+4 0/8 / +6 = +2/3
+4 0/8 / +7 = +4/7
+4 0/8 / +8 = +1/2
+4 0/8 / +9 = +4/9
+4 0/8 / -1 = -4
+4 0/8 / -2 = -2
+4 0/8 / -3 = -1 1/3
+4 0/8 / -4 = -1
+4 0/8 / -5 = -4/5
+4 0/8 / -6 = -2/3
+4 0/8 / -7 = -4/7
+4 0/8 / -8 = -1/2
+4 0/8 / -9 = -4/9
+4 0/9 / +1 = +4
+4 0/9 / +2 = +2
+4 0/9 / +3 = +1 1/3
+4 0/9 / +4 = +1
+4 0/9 / +5 = +4/5
+4 0/9 / +6 = +2/3
+4 0/9 / +7 = +4/7
+4 0/9 / +8 = +1/2
+4 0/9 / +9 = +4/9
+4 0/9 / -1 = -4
+4 0/9 / -2 = -2
+4 0/9 / -3 = -1 1/3
+4 0/9 / -4 = -1
+4 0/9 / -5 = -4/5
+4 0/9 / -6 = -2/3
+4 0/9 / -7 = -4/7
+4 0/9 / -8 = -1/2
+4 0/9 / -9 = -4/9
+4 1/1 / +1 = +5
+4 1/1 / +2 = +2 1/2
+4 1/1 / +3 = +1 2/3
+4 1/1 / +4 = +1 1/4
+4 1/1 / +5 = +1
+4 1/1 / +6 = +5/6
+4 1/1 / +7 = +5/7
+4 1/1 / +8 = +5/8
+4 1/1 / +9 = +5/9
+4 1/1 / -1 = -5
+4 1/1 / -2 = -2 1/2
+4 1/1 / -3 = -1 2/3
+4 1/1 / -4 = -1 1/4
+4 1/1 / -5 = -1
+4 1/1 / -6 = -5/6
+4 1/1 / -7 = -5/7
+4 1/1 / -8 = -5/8
+4 1/1 / -9 = -5/9
+4 1/2 / +1 = +4 1/2
+4 1/2 / +2 = +2 1/4
+4 1/2 / +3 = +1 1/2
+4 1/2 / +4 = +1 1/8
+4 1/2 / +5 = +9/10
+4 1/2 / +6 = +3/4
+4 1/2 / +7 = +9/14
+4 1/2 / +8 = +9/16
+4 1/2 / +9 = +1/2
+4 1/2 / -1 = -4 1/2
+4 1/2 / -2 = -2 1/4
+4 1/2 / -3 = -1 1/2
+4 1/2 / -4 = -1 1/8
+4 1/2 / -5 = -9/10
+4 1/2 / -6 = -3/4
+4 1/2 / -7 = -9/14
+4 1/2 / -8 = -9/16
+4 1/2 / -9 = -1/2
+4 1/3 / +1 = +4 1/3
+4 1/3 / +2 = +2 1/6
+4 1/3 / +3 = +1 4/9
+4 1/3 / +4 = +1 1/12
+4 1/3 / +5 = +13/15
+4 1/3 / +6 = +13/18
+4 1/3 / +7 = +13/21
+4 1/3 / +8 = +13/24
+4 1/3 / +9 = +13/27
+4 1/3 / -1 = -4 1/3
+4 1/3 / -2 = -2 1/6
+4 1/3 / -3 = -1 4/9
+4 1/3 / -4 = -1 1/12
+4 1/3 / -5 = -13/15
+4 1/3 / -6 = -13/18
+4 1/3 / -7 = -13/21
+4 1/3 / -8 = -13/24
+4 1/3 / -9 = -13/27
+4 1/4 / +1 = +4 1/4
+4 1/4 / +2 = +2 1/8
+4 1/4 / +3 = +1 5/12
+4 1/4 / +4 = +1 1/16
+4 1/4 / +5 = +17/20
+4 1/4 / +6 = +17/24
+4 1/4 / +7 = +17/28
+4 1/4 / +8 = +17/32
+4 1/4 / +9 = +17/36
+4 1/4 / -1 = -4 1/4
+4 1/4 / -2 = -2 1/8
+4 1/4 / -3 = -1 5/12
+4 1/4 / -4 = -1 1/16
+4 1/4 / -5 = -17/20
+4 1/4 / -6 = -17/24
+4 1/4 / -7 = -17/28
+4 1/4 / -8 = -17/32
+4 1/4 / -9 = -17/36
+4 1/5 / +1 = +4 1/5
+4 1/5 / +2 = +2 1/10
+4 1/5 / +3 = +1 2/5
+4 1/5 / +4 = +1 1/20
+4 1/5 / +5 = +21/25
+4 1/5 / +6 = +7/10
+4 1/5 / +7 = +3/5
+4 1/5 / +8 = +21/40
+4 1/5 / +9 = +7/15
+4 1/5 / -1 = -4 1/5
+4 1/5 / -2 = -2 1/10
+4 1/5 / -3 = -1 2/5
+4 1/5 / -4 = -1 1/20
+4 1/5 / -5 = -21/25
+4 1/5 / -6 = -7/10
+4 1/5 / -7 = -3/5
+4 1/5 / -8 = -21/40
+4 1/5 / -9 = -7/15
+4 1/6 / +1 = +4 1/6
+4 1/6 / +2 = +2 1/12
+4 1/6 / +3 = +1 7/18
+4 1/6 / +4 = +1 1/24
+4 1/6 / +5 = +5/6
+4 1/6 / +6 = +25/36
+4 1/6 / +7 = +25/42
+4 1/6 / +8 = +25/48
+4 1/6 / +9 = +25/54
+4 1/6 / -1 = -4 1/6
+4 1/6 / -2 = -2 1/12
+4 1/6 / -3 = -1 7/18
+4 1/6 / -4 = -1 1/24
+4 1/6 / -5 = -5/6
+4 1/6 / -6 = -25/36
+4 1/6 / -7 = -25/42
+4 1/6 / -8 = -25/48
+4 1/6 / -9 = -25/54
+4 1/7 / +1 = +4 1/7
+4 1/7 / +2 = +2 1/14
+4 1/7 / +3 = +1 8/21
+4 1/7 / +4 = +1 1/28
+4 1/7 / +5 = +29/35
+4 1/7 / +6 = +29/42
+4 1/7 / +7 = +29/49
+4 1/7 / +8 = +29/56
+4 1/7 / +9 = +29/63
+4 1/7 / -1 = -4 1/7
+4 1/7 / -2 = -2 1/14
+4 1/7 / -3 = -1 8/21
+4 1/7 / -4 = -1 1/28
+4 1/7 / -5 = -29/35
+4 1/7 / -6 = -29/42
+4 1/7 / -7 = -29/49
+4 1/7 / -8 = -29/56
+4 1/7 / -9 = -29/63
+4 1/8 / +1 = +4 1/8
+4 1/8 / +2 = +2 1/16
+4 1/8 / +3 = +1 3/8
+4 1/8 / +4 = +1 1/32
+4 1/8 / +5 = +33/40
+4 1/8 / +6 = +11/16
+4 1/8 / +7 = +33/56
+4 1/8 / +8 = +33/64
+4 1/8 / +9 = +11/24
+4 1/8 / -1 = -4 1/8
+4 1/8 / -2 = -2 1/16
+4 1/8 / -3 = -1 3/8
+4 1/8 / -4 = -1 1/32
+4 1/8 / -5 = -33/40
+4 1/8 / -6 = -11/16
+4 1/8 / -7 = -33/56
+4 1/8 / -8 = -33/64
+4 1/8 / -9 = -11/24
+4 1/9 / +1 = +4 1/9
+4 1/9 / +2 = +2 1/18
+4 1/9 / +3 = +1 10/27
+4 1/9 / +4 = +1 1/36
+4 1/9 / +5 = +37/45
+4 1/9 / +6 = +37/54
+4 1/9 / +7 = +37/63
+4 1/9 / +8 = +37/72
+4 1/9 / +9 = +37/81
+4 1/9 / -1 = -4 1/9
+4 1/9 / -2 = -2 1/18
+4 1/9 / -3 = -1 10/27
+4 1/9 / -4 = -1 1/36
+4 1/9 / -5 = -37/45
+4 1/9 / -6 = -37/54
+4 1/9 / -7 = -37/63
+4 1/9 / -8 = -37/72
+4 1/9 / -9 = -37/81
+4 2/1 / +1 = +6
+4 2/1 / +2 = +3
+4 2/1 / +3 = +2
+4 2/1 / +4 = +1 1/2
+4 2/1 / +5 = +1 1/5
+4 2/1 / +6 = +1
+4 2/1 / +7 = +6/7
+4 2/1 / +8 = +3/4
+4 2/1 / +9 = +2/3
+4 2/1 / -1 = -6
+4 2/1 / -2 = -3
+4 2/1 / -3 = -2
+4 2/1 / -4 = -1 1/2
+4 2/1 / -5 = -1 1/5
+4 2/1 / -6 = -1
+4 2/1 / -7 = -6/7
+4 2/1 / -8 = -3/4
+4 2/1 / -9 = -2/3
+4 2/2 / +1 = +5
+4 2/2 / +2 = +2 1/2
+4 2/2 / +3 = +1 2/3
+4 2/2 / +4 = +1 1/4
+4 2/2 / +5 = +1
+4 2/2 / +6 = +5/6
+4 2/2 / +7 = +5/7
+4 2/2 / +8 = +5/8
+4 2/2 / +9 = +5/9
+4 2/2 / -1 = -5
+4 2/2 / -2 = -2 1/2
+4 2/2 / -3 = -1 2/3
+4 2/2 / -4 = -1 1/4
+4 2/2 / -5 = -1
+4 2/2 / -6 = -5/6
+4 2/2 / -7 = -5/7
+4 2/2 / -8 = -5/8
+4 2/2 / -9 = -5/9
+4 2/3 / +1 = +4 2/3
+4 2/3 / +2 = +2 1/3
+4 2/3 / +3 = +1 5/9
+4 2/3 / +4 = +1 1/6
+4 2/3 / +5 = +14/15
+4 2/3 / +6 = +7/9
+4 2/3 / +7 = +2/3
+4 2/3 / +8 = +7/12
+4 2/3 / +9 = +14/27
+4 2/3 / -1 = -4 2/3
+4 2/3 / -2 = -2 1/3
+4 2/3 / -3 = -1 5/9
+4 2/3 / -4 = -1 1/6
+4 2/3 / -5 = -14/15
+4 2/3 / -6 = -7/9
+4 2/3 / -7 = -2/3
+4 2/3 / -8 = -7/12
+4 2/3 / -9 = -14/27
+4 2/4 / +1 = +4 1/2
+4 2/4 / +2 = +2 1/4
+4 2/4 / +3 = +1 1/2
+4 2/4 / +4 = +1 1/8
+4 2/4 / +5 = +9/10
+4 2/4 / +6 = +3/4
+4 2/4 / +7 = +9/14
+4 2/4 / +8 = +9/16
+4 2/4 / +9 = +1/2
+4 2/4 / -1 = -4 1/2
+4 2/4 / -2 = -2 1/4
+4 2/4 / -3 = -1 1/2
+4 2/4 / -4 = -1 1/8
+4 2/4 / -5 = -9/10
+4 2/4 / -6 = -3/4
+4 2/4 / -7 = -9/14
+4 2/4 / -8 = -9/16
+4 2/4 / -9 = -1/2
+4 2/5 / +1 = +4 2/5
+4 2/5 / +2 = +2 1/5
+4 2/5 / +3 = +1 7/15
+4 2/5 / +4 = +1 1/10
+4 2/5 / +5 = +22/25
+4 2/5 / +6 = +11/15
+4 2/5 / +7 = +22/35
+4 2/5 / +8 = +11/20
+4 2/5 / +9 = +22/45
+4 2/5 / -1 = -4 2/5
+4 2/5 / -2 = -2 1/5
+4 2/5 / -3 = -1 7/15
+4 2/5 / -4 = -1 1/10
+4 2/5 / -5 = -22/25
+4 2/5 / -6 = -11/15
+4 2/5 / -7 = -22/35
+4 2/5 / -8 = -11/20
+4 2/5 / -9 = -22/45
+4 2/6 / +1 = +4 1/3
+4 2/6 / +2 = +2 1/6
+4 2/6 / +3 = +1 4/9
+4 2/6 / +4 = +1 1/12
+4 2/6 / +5 = +13/15
+4 2/6 / +6 = +13/18
+4 2/6 / +7 = +13/21
+4 2/6 / +8 = +13/24
+4 2/6 / +9 = +13/27
+4 2/6 / -1 = -4 1/3
+4 2/6 / -2 = -2 1/6
+4 2/6 / -3 = -1 4/9
+4 2/6 / -4 = -1 1/12
+4 2/6 / -5 = -13/15
+4 2/6 / -6 = -13/18
+4 2/6 / -7 = -13/21
+4 2/6 / -8 = -13/24
+4 2/6 / -9 = -13/27
+4 2/7 / +1 = +4 2/7
+4 2/7 / +2 = +2 1/7
+4 2/7 / +3 = +1 3/7
+4 2/7 / +4 = +1 1/14
+4 2/7 / +5 = +6/7
+4 2/7 / +6 = +5/7
+4 2/7 / +7 = +30/49
+4 2/7 / +8 = +15/28
+4 2/7 / +9 = +10/21
+4 2/7 / -1 = -4 2/7
+4 2/7 / -2 = -2 1/7
+4 2/7 / -3 = -1 3/7
+4 2/7 / -4 = -1 1/14
+4 2/7 / -5 = -6/7
+4 2/7 / -6 = -5/7
+4 2/7 / -7 = -30/49
+4 2/7 / -8 = -15/28
+4 2/7 / -9 = -10/21
+4 2/8 / +1 = +4 1/4
+4 2/8 / +2 = +2 1/8
+4 2/8 / +3 = +1 5/12
+4 2/8 / +4 = +1 1/16
+4 2/8 / +5 = +17/20
+4 2/8 / +6 = +17/24
+4 2/8 / +7 = +17/28
+4 2/8 / +8 = +17/32
+4 2/8 / +9 = +17/36
+4 2/8 / -1 = -4 1/4
+4 2/8 / -2 = -2 1/8
+4 2/8 / -3 = -1 5/12
+4 2/8 / -4 = -1 1/16
+4 2/8 / -5 = -17/20
+4 2/8 / -6 = -17/24
+4 2/8 / -7 = -17/28
+4 2/8 / -8 = -17/32
+4 2/8 / -9 = -17/36
+4 2/9 / +1 = +4 2/9
+4 2/9 / +2 = +2 1/9
+4 2/9 / +3 = +1 11/27
+4 2/9 / +4 = +1 1/18
+4 2/9 / +5 = +38/45
+4 2/9 / +6 = +19/27
+4 2/9 / +7 = +38/63
+4 2/9 / +8 = +19/36
+4 2/9 / +9 = +38/81
+4 2/9 / -1 = -4 2/9
+4 2/9 / -2 = -2 1/9
+4 2/9 / -3 = -1 11/27
+4 2/9 / -4 = -1 1/18
+4 2/9 / -5 = -38/45
+4 2/9 / -6 = -19/27
+4 2/9 / -7 = -38/63
+4 2/9 / -8 = -19/36
+4 2/9 / -9 = -38/81
+4 3/1 / +1 = +7
+4 3/1 / +2 = +3 1/2
+4 3/1 / +3 = +2 1/3
+4 3/1 / +4 = +1 3/4
+4 3/1 / +5 = +1 2/5
+4 3/1 / +6 = +1 1/6
+4 3/1 / +7 = +1
+4 3/1 / +8 = +7/8
+4 3/1 / +9 = +7/9
+4 3/1 / -1 = -7
+4 3/1 / -2 = -3 1/2
+4 3/1 / -3 = -2 1/3
+4 3/1 / -4 = -1 3/4
+4 3/1 / -5 = -1 2/5
+4 3/1 / -6 = -1 1/6
+4 3/1 / -7 = -1
+4 3/1 / -8 = -7/8
+4 3/1 / -9 = -7/9
+4 3/2 / +1 = +5 1/2
+4 3/2 / +2 = +2 3/4
+4 3/2 / +3 = +1 5/6
+4 3/2 / +4 = +1 3/8
+4 3/2 / +5 = +1 1/10
+4 3/2 / +6 = +11/12
+4 3/2 / +7 = +11/14
+4 3/2 / +8 = +11/16
+4 3/2 / +9 = +11/18
+4 3/2 / -1 = -5 1/2
+4 3/2 / -2 = -2 3/4
+4 3/2 / -3 = -1 5/6
+4 3/2 / -4 = -1 3/8
+4 3/2 / -5 = -1 1/10
+4 3/2 / -6 = -11/12
+4 3/2 / -7 = -11/14
+4 3/2 / -8 = -11/16
+4 3/2 / -9 = -11/18
+4 3/3 / +1 = +5
+4 3/3 / +2 = +2 1/2
+4 3/3 / +3 = +1 2/3
+4 3/3 / +4 = +1 1/4
+4 3/3 / +5 = +1
+4 3/3 / +6 = +5/6
+4 3/3 / +7 = +5/7
+4 3/3 / +8 = +5/8
+4 3/3 / +9 = +5/9
+4 3/3 / -1 = -5
+4 3/3 / -2 = -2 1/2
+4 3/3 / -3 = -1 2/3
+4 3/3 / -4 = -1 1/4
+4 3/3 / -5 = -1
+4 3/3 / -6 = -5/6
+4 3/3 / -7 = -5/7
+4 3/3 / -8 = -5/8
+4 3/3 / -9 = -5/9
+4 3/4 / +1 = +4 3/4
+4 3/4 / +2 = +2 3/8
+4 3/4 / +3 = +1 7/12
+4 3/4 / +4 = +1 3/16
+4 3/4 / +5 = +19/20
+4 3/4 / +6 = +19/24
+4 3/4 / +7 = +19/28
+4 3/4 / +8 = +19/32
+4 3/4 / +9 = +19/36
+4 3/4 / -1 = -4 3/4
+4 3/4 / -2 = -2 3/8
+4 3/4 / -3 = -1 7/12
+4 3/4 / -4 = -1 3/16
+4 3/4 / -5 = -19/20
+4 3/4 / -6 = -19/24
+4 3/4 / -7 = -19/28
+4 3/4 / -8 = -19/32
+4 3/4 / -9 = -19/36
+4 3/5 / +1 = +4 3/5
+4 3/5 / +2 = +2 3/10
+4 3/5 / +3 = +1 8/15
+4 3/5 / +4 = +1 3/20
+4 3/5 / +5 = +23/25
+4 3/5 / +6 = +23/30
+4 3/5 / +7 = +23/35
+4 3/5 / +8 = +23/40
+4 3/5 / +9 = +23/45
+4 3/5 / -1 = -4 3/5
+4 3/5 / -2 = -2 3/10
+4 3/5 / -3 = -1 8/15
+4 3/5 / -4 = -1 3/20
+4 3/5 / -5 = -23/25
+4 3/5 / -6 = -23/30
+4 3/5 / -7 = -23/35
+4 3/5 / -8 = -23/40
+4 3/5 / -9 = -23/45
+4 3/6 / +1 = +4 1/2
+4 3/6 / +2 = +2 1/4
+4 3/6 / +3 = +1 1/2
+4 3/6 / +4 = +1 1/8
+4 3/6 / +5 = +9/10
+4 3/6 / +6 = +3/4
+4 3/6 / +7 = +9/14
+4 3/6 / +8 = +9/16
+4 3/6 / +9 = +1/2
+4 3/6 / -1 = -4 1/2
+4 3/6 / -2 = -2 1/4
+4 3/6 / -3 = -1 1/2
+4 3/6 / -4 = -1 1/8
+4 3/6 / -5 = -9/10
+4 3/6 / -6 = -3/4
+4 3/6 / -7 = -9/14
+4 3/6 / -8 = -9/16
+4 3/6 / -9 = -1/2
+4 3/7 / +1 = +4 3/7
+4 3/7 / +2 = +2 3/14
+4 3/7 / +3 = +1 10/21
+4 3/7 / +4 = +1 3/28
+4 3/7 / +5 = +31/35
+4 3/7 / +6 = +31/42
+4 3/7 / +7 = +31/49
+4 3/7 / +8 = +31/56
+4 3/7 / +9 = +31/63
+4 3/7 / -1 = -4 3/7
+4 3/7 / -2 = -2 3/14
+4 3/7 / -3 = -1 10/21
+4 3/7 / -4 = -1 3/28
+4 3/7 / -5 = -31/35
+4 3/7 / -6 = -31/42
+4 3/7 / -7 = -31/49
+4 3/7 / -8 = -31/56
+4 3/7 / -9 = -31/63
+4 3/8 / +1 = +4 3/8
+4 3/8 / +2 = +2 3/16
+4 3/8 / +3 = +1 11/24
+4 3/8 / +4 = +1 3/32
+4 3/8 / +5 = +7/8
+4 3/8 / +6 = +35/48
+4 3/8 / +7 = +5/8
+4 3/8 / +8 = +35/64
+4 3/8 / +9 = +35/72
+4 3/8 / -1 = -4 3/8
+4 3/8 / -2 = -2 3/16
+4 3/8 / -3 = -1 11/24
+4 3/8 / -4 = -1 3/32
+4 3/8 / -5 = -7/8
+4 3/8 / -6 = -35/48
+4 3/8 / -7 = -5/8
+4 3/8 / -8 = -35/64
+4 3/8 / -9 = -35/72
+4 3/9 / +1 = +4 1/3
+4 3/9 / +2 = +2 1/6
+4 3/9 / +3 = +1 4/9
+4 3/9 / +4 = +1 1/12
+4 3/9 / +5 = +13/15
+4 3/9 / +6 = +13/18
+4 3/9 / +7 = +13/21
+4 3/9 / +8 = +13/24
+4 3/9 / +9 = +13/27
+4 3/9 / -1 = -4 1/3
+4 3/9 / -2 = -2 1/6
+4 3/9 / -3 = -1 4/9
+4 3/9 / -4 = -1 1/12
+4 3/9 / -5 = -13/15
+4 3/9 / -6 = -13/18
+4 3/9 / -7 = -13/21
+4 3/9 / -8 = -13/24
+4 3/9 / -9 = -13/27
+4 4/1 / +1 = +8
+4 4/1 / +2 = +4
+4 4/1 / +3 = +2 2/3
+4 4/1 / +4 = +2
+4 4/1 / +5 = +1 3/5
+4 4/1 / +6 = +1 1/3
+4 4/1 / +7 = +1 1/7
+4 4/1 / +8 = +1
+4 4/1 / +9 = +8/9
+4 4/1 / -1 = -8
+4 4/1 / -2 = -4
+4 4/1 / -3 = -2 2/3
+4 4/1 / -4 = -2
+4 4/1 / -5 = -1 3/5
+4 4/1 / -6 = -1 1/3
+4 4/1 / -7 = -1 1/7
+4 4/1 / -8 = -1
+4 4/1 / -9 = -8/9
+4 4/2 / +1 = +6
+4 4/2 / +2 = +3
+4 4/2 / +3 = +2
+4 4/2 / +4 = +1 1/2
+4 4/2 / +5 = +1 1/5
+4 4/2 / +6 = +1
+4 4/2 / +7 = +6/7
+4 4/2 / +8 = +3/4
+4 4/2 / +9 = +2/3
+4 4/2 / -1 = -6
+4 4/2 / -2 = -3
+4 4/2 / -3 = -2
+4 4/2 / -4 = -1 1/2
+4 4/2 / -5 = -1 1/5
+4 4/2 / -6 = -1
+4 4/2 / -7 = -6/7
+4 4/2 / -8 = -3/4
+4 4/2 / -9 = -2/3
+4 4/3 / +1 = +5 1/3
+4 4/3 / +2 = +2 2/3
+4 4/3 / +3 = +1 7/9
+4 4/3 / +4 = +1 1/3
+4 4/3 / +5 = +1 1/15
+4 4/3 / +6 = +8/9
+4 4/3 / +7 = +16/21
+4 4/3 / +8 = +2/3
+4 4/3 / +9 = +16/27
+4 4/3 / -1 = -5 1/3
+4 4/3 / -2 = -2 2/3
+4 4/3 / -3 = -1 7/9
+4 4/3 / -4 = -1 1/3
+4 4/3 / -5 = -1 1/15
+4 4/3 / -6 = -8/9
+4 4/3 / -7 = -16/21
+4 4/3 / -8 = -2/3
+4 4/3 / -9 = -16/27
+4 4/4 / +1 = +5
+4 4/4 / +2 = +2 1/2
+4 4/4 / +3 = +1 2/3
+4 4/4 / +4 = +1 1/4
+4 4/4 / +5 = +1
+4 4/4 / +6 = +5/6
+4 4/4 / +7 = +5/7
+4 4/4 / +8 = +5/8
+4 4/4 / +9 = +5/9
+4 4/4 / -1 = -5
+4 4/4 / -2 = -2 1/2
+4 4/4 / -3 = -1 2/3
+4 4/4 / -4 = -1 1/4
+4 4/4 / -5 = -1
+4 4/4 / -6 = -5/6
+4 4/4 / -7 = -5/7
+4 4/4 / -8 = -5/8
+4 4/4 / -9 = -5/9
+4 4/5 / +1 = +4 4/5
+4 4/5 / +2 = +2 2/5
+4 4/5 / +3 = +1 3/5
+4 4/5 / +4 = +1 1/5
+4 4/5 / +5 = +24/25
+4 4/5 / +6 = +4/5
+4 4/5 / +7 = +24/35
+4 4/5 / +8 = +3/5
+4 4/5 / +9 = +8/15
+4 4/5 / -1 = -4 4/5
+4 4/5 / -2 = -2 2/5
+4 4/5 / -3 = -1 3/5
+4 4/5 / -4 = -1 1/5
+4 4/5 / -5 = -24/25
+4 4/5 / -6 = -4/5
+4 4/5 / -7 = -24/35
+4 4/5 / -8 = -3/5
+4 4/5 / -9 = -8/15
+4 4/6 / +1 = +4 2/3
+4 4/6 / +2 = +2 1/3
+4 4/6 / +3 = +1 5/9
+4 4/6 / +4 = +1 1/6
+4 4/6 / +5 = +14/15
+4 4/6 / +6 = +7/9
+4 4/6 / +7 = +2/3
+4 4/6 / +8 = +7/12
+4 4/6 / +9 = +14/27
+4 4/6 / -1 = -4 2/3
+4 4/6 / -2 = -2 1/3
+4 4/6 / -3 = -1 5/9
+4 4/6 / -4 = -1 1/6
+4 4/6 / -5 = -14/15
+4 4/6 / -6 = -7/9
+4 4/6 / -7 = -2/3
+4 4/6 / -8 = -7/12
+4 4/6 / -9 = -14/27
+4 4/7 / +1 = +4 4/7
+4 4/7 / +2 = +2 2/7
+4 4/7 / +3 = +1 11/21
+4 4/7 / +4 = +1 1/7
+4 4/7 / +5 = +32/35
+4 4/7 / +6 = +16/21
+4 4/7 / +7 = +32/49
+4 4/7 / +8 = +4/7
+4 4/7 / +9 = +32/63
+4 4/7 / -1 = -4 4/7
+4 4/7 / -2 = -2 2/7
+4 4/7 / -3 = -1 11/21
+4 4/7 / -4 = -1 1/7
+4 4/7 / -5 = -32/35
+4 4/7 / -6 = -16/21
+4 4/7 / -7 = -32/49
+4 4/7 / -8 = -4/7
+4 4/7 / -9 = -32/63
+4 4/8 / +1 = +4 1/2
+4 4/8 / +2 = +2 1/4
+4 4/8 / +3 = +1 1/2
+4 4/8 / +4 = +1 1/8
+4 4/8 / +5 = +9/10
+4 4/8 / +6 = +3/4
+4 4/8 / +7 = +9/14
+4 4/8 / +8 = +9/16
+4 4/8 / +9 = +1/2
+4 4/8 / -1 = -4 1/2
+4 4/8 / -2 = -2 1/4
+4 4/8 / -3 = -1 1/2
+4 4/8 / -4 = -1 1/8
+4 4/8 / -5 = -9/10
+4 4/8 / -6 = -3/4
+4 4/8 / -7 = -9/14
+4 4/8 / -8 = -9/16
+4 4/8 / -9 = -1/2
+4 4/9 / +1 = +4 4/9
+4 4/9 / +2 = +2 2/9
+4 4/9 / +3 = +1 13/27
+4 4/9 / +4 = +1 1/9
+4 4/9 / +5 = +8/9
+4 4/9 / +6 = +20/27
+4 4/9 / +7 = +40/63
+4 4/9 / +8 = +5/9
+4 4/9 / +9 = +40/81
+4 4/9 / -1 = -4 4/9
+4 4/9 / -2 = -2 2/9
