Iterações entre number1 / number2: 32400
+9 / +6 0/7 = +1 1/2
+9 / +6 0/8 = +1 1/2
+9 / +6 0/9 = +1 1/2
+9 / +6 1/1 = +1 2/7
+9 / +6 1/2 = +1 5/13
+9 / +6 1/3 = +1 8/19
+9 / +6 1/4 = +1 11/25
+9 / +6 1/5 = +1 14/31
+9 / +6 1/6 = +1 17/37
+9 / +6 1/7 = +1 20/43
+9 / +6 1/8 = +1 23/49
+9 / +6 1/9 = +1 26/55
+9 / +6 2/1 = +1 1/8
+9 / +6 2/2 = +1 2/7
+9 / +6 2/3 = +1 7/20
+9 / +6 2/4 = +1 5/13
+9 / +6 2/5 = +1 13/32
+9 / +6 2/6 = +1 8/19
+9 / +6 2/7 = +1 19/44
+9 / +6 2/8 = +1 11/25
+9 / +6 2/9 = +1 25/56
+9 / +6 3/1 = +1
+9 / +6 3/2 = +1 1/5
+9 / +6 3/3 = +1 2/7
+9 / +6 3/4 = +1 1/3
+9 / +6 3/5 = +1 4/11
+9 / +6 3/6 = +1 5/13
+9 / +6 3/7 = +1 2/5
+9 / +6 3/8 = +1 7/17
+9 / +6 3/9 = +1 8/19
+9 / +6 4/1 = +9/10
+9 / +6 4/2 = +1 1/8
+9 / +6 4/3 = +1 5/22
+9 / +6 4/4 = +1 2/7
+9 / +6 4/5 = +1 11/34
+9 / +6 4/6 = +1 7/20
+9 / +6 4/7 = +1 17/46
+9 / +6 4/8 = +1 5/13
+9 / +6 4/9 = +1 23/58
+9 / +6 5/1 = +9/11
+9 / +6 5/2 = +1 1/17
+9 / +6 5/3 = +1 4/23
+9 / +6 5/4 = +1 7/29
+9 / +6 5/5 = +1 2/7
+9 / +6 5/6 = +1 13/41
+9 / +6 5/7 = +1 16/47
+9 / +6 5/8 = +1 19/53
+9 / +6 5/9 = +1 22/59
+9 / +6 6/1 = +3/4
+9 / +6 6/2 = +1
+9 / +6 6/3 = +1 1/8
+9 / +6 6/4 = +1 1/5
+9 / +6 6/5 = +1 1/4
+9 / +6 6/6 = +1 2/7
+9 / +6 6/7 = +1 5/16
+9 / +6 6/8 = +1 1/3
+9 / +6 6/9 = +1 7/20
+9 / +6 7/1 = +9/13
+9 / +6 7/2 = +18/19
+9 / +6 7/3 = +1 2/25
+9 / +6 7/4 = +1 5/31
+9 / +6 7/5 = +1 8/37
+9 / +6 7/6 = +1 11/43
+9 / +6 7/7 = +1 2/7
+9 / +6 7/8 = +1 17/55
+9 / +6 7/9 = +1 20/61
+9 / +6 8/1 = +9/14
+9 / +6 8/2 = +9/10
+9 / +6 8/3 = +1 1/26
+9 / +6 8/4 = +1 1/8
+9 / +6 8/5 = +1 7/38
+9 / +6 8/6 = +1 5/22
+9 / +6 8/7 = +1 13/50
+9 / +6 8/8 = +1 2/7
+9 / +6 8/9 = +1 19/62
+9 / +6 9/1 = +3/5
+9 / +6 9/2 = +6/7
+9 / +6 9/3 = +1
+9 / +6 9/4 = +1 1/11
+9 / +6 9/5 = +1 2/13
+9 / +6 9/6 = +1 1/5
+9 / +6 9/7 = +1 4/17
+9 / +6 9/8 = +1 5/19
+9 / +6 9/9 = +1 2/7
+9 / +7 0/1 = +1 2/7
+9 / +7 0/2 = +1 2/7
+9 / +7 0/3 = +1 2/7
+9 / +7 0/4 = +1 2/7
+9 / +7 0/5 = +1 2/7
+9 / +7 0/6 = +1 2/7
+9 / +7 0/7 = +1 2/7
+9 / +7 0/8 = +1 2/7
+9 / +7 0/9 = +1 2/7
+9 / +7 1/1 = +1 1/8
+9 / +7 1/2 = +1 1/5
+9 / +7 1/3 = +1 5/22
+9 / +7 1/4 = +1 7/29
+9 / +7 1/5 = +1 1/4
+9 / +7 1/6 = +1 11/43
+9 / +7 1/7 = +1 13/50
+9 / +7 1/8 = +1 5/19
+9 / +7 1/9 = +1 17/64
+9 / +7 2/1 = +1
+9 / +7 2/2 = +1 1/8
+9 / +7 2/3 = +1 4/23
+9 / +7 2/4 = +1 1/5
+9 / +7 2/5 = +1 8/37
+9 / +7 2/6 = +1 5/22
+9 / +7 2/7 = +1 4/17
+9 / +7 2/8 = +1 7/29
+9 / +7 2/9 = +1 16/65
+9 / +7 3/1 = +9/10
+9 / +7 3/2 = +1 1/17
+9 / +7 3/3 = +1 1/8
+9 / +7 3/4 = +1 5/31
+9 / +7 3/5 = +1 7/38
+9 / +7 3/6 = +1 1/5
+9 / +7 3/7 = +1 11/52
+9 / +7 3/8 = +1 13/59
+9 / +7 3/9 = +1 5/22
+9 / +7 4/1 = +9/11
+9 / +7 4/2 = +1
+9 / +7 4/3 = +1 2/25
+9 / +7 4/4 = +1 1/8
+9 / +7 4/5 = +1 2/13
+9 / +7 4/6 = +1 4/23
+9 / +7 4/7 = +1 10/53
+9 / +7 4/8 = +1 1/5
+9 / +7 4/9 = +1 14/67
+9 / +7 5/1 = +3/4
+9 / +7 5/2 = +18/19
+9 / +7 5/3 = +1 1/26
+9 / +7 5/4 = +1 1/11
+9 / +7 5/5 = +1 1/8
+9 / +7 5/6 = +1 7/47
+9 / +7 5/7 = +1 1/6
+9 / +7 5/8 = +1 11/61
+9 / +7 5/9 = +1 13/68
+9 / +7 6/1 = +9/13
+9 / +7 6/2 = +9/10
+9 / +7 6/3 = +1
+9 / +7 6/4 = +1 1/17
+9 / +7 6/5 = +1 4/41
+9 / +7 6/6 = +1 1/8
+9 / +7 6/7 = +1 8/55
+9 / +7 6/8 = +1 5/31
+9 / +7 6/9 = +1 4/23
+9 / +7 7/1 = +9/14
+9 / +7 7/2 = +6/7
+9 / +7 7/3 = +27/28
+9 / +7 7/4 = +1 1/35
+9 / +7 7/5 = +1 1/14
+9 / +7 7/6 = +1 5/49
+9 / +7 7/7 = +1 1/8
+9 / +7 7/8 = +1 1/7
+9 / +7 7/9 = +1 11/70
+9 / +7 8/1 = +3/5
+9 / +7 8/2 = +9/11
+9 / +7 8/3 = +27/29
+9 / +7 8/4 = +1
+9 / +7 8/5 = +1 2/43
+9 / +7 8/6 = +1 2/25
+9 / +7 8/7 = +1 2/19
+9 / +7 8/8 = +1 1/8
+9 / +7 8/9 = +1 10/71
+9 / +7 9/1 = +9/16
+9 / +7 9/2 = +18/23
+9 / +7 9/3 = +9/10
+9 / +7 9/4 = +36/37
+9 / +7 9/5 = +1 1/44
+9 / +7 9/6 = +1 1/17
+9 / +7 9/7 = +1 5/58
+9 / +7 9/8 = +1 7/65
+9 / +7 9/9 = +1 1/8
+9 / +8 0/1 = +1 1/8
+9 / +8 0/2 = +1 1/8
+9 / +8 0/3 = +1 1/8
+9 / +8 0/4 = +1 1/8
+9 / +8 0/5 = +1 1/8
+9 / +8 0/6 = +1 1/8
+9 / +8 0/7 = +1 1/8
+9 / +8 0/8 = +1 1/8
+9 / +8 0/9 = +1 1/8
+9 / +8 1/1 = +1
+9 / +8 1/2 = +1 1/17
+9 / +8 1/3 = +1 2/25
+9 / +8 1/4 = +1 1/11
+9 / +8 1/5 = +1 4/41
+9 / +8 1/6 = +1 5/49
+9 / +8 1/7 = +1 2/19
+9 / +8 1/8 = +1 7/65
+9 / +8 1/9 = +1 8/73
+9 / +8 2/1 = +9/10
+9 / +8 2/2 = +1
+9 / +8 2/3 = +1 1/26
+9 / +8 2/4 = +1 1/17
+9 / +8 2/5 = +1 1/14
+9 / +8 2/6 = +1 2/25
+9 / +8 2/7 = +1 5/58
+9 / +8 2/8 = +1 1/11
+9 / +8 2/9 = +1 7/74
+9 / +8 3/1 = +9/11
+9 / +8 3/2 = +18/19
+9 / +8 3/3 = +1
+9 / +8 3/4 = +1 1/35
+9 / +8 3/5 = +1 2/43
+9 / +8 3/6 = +1 1/17
+9 / +8 3/7 = +1 4/59
+9 / +8 3/8 = +1 5/67
+9 / +8 3/9 = +1 2/25
+9 / +8 4/1 = +3/4
+9 / +8 4/2 = +9/10
+9 / +8 4/3 = +27/28
+9 / +8 4/4 = +1
+9 / +8 4/5 = +1 1/44
+9 / +8 4/6 = +1 1/26
+9 / +8 4/7 = +1 1/20
+9 / +8 4/8 = +1 1/17
+9 / +8 4/9 = +1 5/76
+9 / +8 5/1 = +9/13
+9 / +8 5/2 = +6/7
+9 / +8 5/3 = +27/29
+9 / +8 5/4 = +36/37
+9 / +8 5/5 = +1
+9 / +8 5/6 = +1 1/53
+9 / +8 5/7 = +1 2/61
+9 / +8 5/8 = +1 1/23
+9 / +8 5/9 = +1 4/77
+9 / +8 6/1 = +9/14
+9 / +8 6/2 = +9/11
+9 / +8 6/3 = +9/10
+9 / +8 6/4 = +18/19
+9 / +8 6/5 = +45/46
+9 / +8 6/6 = +1
+9 / +8 6/7 = +1 1/62
+9 / +8 6/8 = +1 1/35
+9 / +8 6/9 = +1 1/26
+9 / +8 7/1 = +3/5
+9 / +8 7/2 = +18/23
+9 / +8 7/3 = +27/31
+9 / +8 7/4 = +12/13
+9 / +8 7/5 = +45/47
+9 / +8 7/6 = +54/55
+9 / +8 7/7 = +1
+9 / +8 7/8 = +1 1/71
+9 / +8 7/9 = +1 2/79
+9 / +8 8/1 = +9/16
+9 / +8 8/2 = +3/4
+9 / +8 8/3 = +27/32
+9 / +8 8/4 = +9/10
+9 / +8 8/5 = +15/16
+9 / +8 8/6 = +27/28
+9 / +8 8/7 = +63/64
+9 / +8 8/8 = +1
+9 / +8 8/9 = +1 1/80
+9 / +8 9/1 = +9/17
+9 / +8 9/2 = +18/25
+9 / +8 9/3 = +9/11
+9 / +8 9/4 = +36/41
+9 / +8 9/5 = +45/49
+9 / +8 9/6 = +18/19
+9 / +8 9/7 = +63/65
+9 / +8 9/8 = +72/73
+9 / +8 9/9 = +1
+9 / +9 0/1 = +1
+9 / +9 0/2 = +1
+9 / +9 0/3 = +1
+9 / +9 0/4 = +1
+9 / +9 0/5 = +1
+9 / +9 0/6 = +1
+9 / +9 0/7 = +1
+9 / +9 0/8 = +1
+9 / +9 0/9 = +1
+9 / +9 1/1 = +9/10
+9 / +9 1/2 = +18/19
+9 / +9 1/3 = +27/28
+9 / +9 1/4 = +36/37
+9 / +9 1/5 = +45/46
+9 / +9 1/6 = +54/55
+9 / +9 1/7 = +63/64
+9 / +9 1/8 = +72/73
+9 / +9 1/9 = +81/82
+9 / +9 2/1 = +9/11
+9 / +9 2/2 = +9/10
+9 / +9 2/3 = +27/29
+9 / +9 2/4 = +18/19
+9 / +9 2/5 = +45/47
+9 / +9 2/6 = +27/28
+9 / +9 2/7 = +63/65
+9 / +9 2/8 = +36/37
+9 / +9 2/9 = +81/83
+9 / +9 3/1 = +3/4
+9 / +9 3/2 = +6/7
+9 / +9 3/3 = +9/10
+9 / +9 3/4 = +12/13
+9 / +9 3/5 = +15/16
+9 / +9 3/6 = +18/19
+9 / +9 3/7 = +21/22
+9 / +9 3/8 = +24/25
+9 / +9 3/9 = +27/28
+9 / +9 4/1 = +9/13
+9 / +9 4/2 = +9/11
+9 / +9 4/3 = +27/31
+9 / +9 4/4 = +9/10
+9 / +9 4/5 = +45/49
+9 / +9 4/6 = +27/29
+9 / +9 4/7 = +63/67
+9 / +9 4/8 = +18/19
+9 / +9 4/9 = +81/85
+9 / +9 5/1 = +9/14
+9 / +9 5/2 = +18/23
+9 / +9 5/3 = +27/32
+9 / +9 5/4 = +36/41
+9 / +9 5/5 = +9/10
+9 / +9 5/6 = +54/59
+9 / +9 5/7 = +63/68
+9 / +9 5/8 = +72/77
+9 / +9 5/9 = +81/86
+9 / +9 6/1 = +3/5
+9 / +9 6/2 = +3/4
+9 / +9 6/3 = +9/11
+9 / +9 6/4 = +6/7
+9 / +9 6/5 = +15/17
+9 / +9 6/6 = +9/10
+9 / +9 6/7 = +21/23
+9 / +9 6/8 = +12/13
+9 / +9 6/9 = +27/29
+9 / +9 7/1 = +9/16
+9 / +9 7/2 = +18/25
+9 / +9 7/3 = +27/34
+9 / +9 7/4 = +36/43
+9 / +9 7/5 = +45/52
+9 / +9 7/6 = +54/61
+9 / +9 7/7 = +9/10
+9 / +9 7/8 = +72/79
+9 / +9 7/9 = +81/88
+9 / +9 8/1 = +9/17
+9 / +9 8/2 = +9/13
+9 / +9 8/3 = +27/35
+9 / +9 8/4 = +9/11
+9 / +9 8/5 = +45/53
+9 / +9 8/6 = +27/31
+9 / +9 8/7 = +63/71
+9 / +9 8/8 = +9/10
+9 / +9 8/9 = +81/89
+9 / +9 9/1 = +1/2
+9 / +9 9/2 = +2/3
+9 / +9 9/3 = +3/4
+9 / +9 9/4 = +4/5
+9 / +9 9/5 = +5/6
+9 / +9 9/6 = +6/7
+9 / +9 9/7 = +7/8
+9 / +9 9/8 = +8/9
+9 / +9 9/9 = +9/10
+9 / -1 0/1 = -9
+9 / -1 0/2 = -9
+9 / -1 0/3 = -9
+9 / -1 0/4 = -9
+9 / -1 0/5 = -9
+9 / -1 0/6 = -9
+9 / -1 0/7 = -9
+9 / -1 0/8 = -9
+9 / -1 0/9 = -9
+9 / -1 1/1 = -4 1/2
+9 / -1 1/2 = -6
+9 / -1 1/3 = -6 3/4
+9 / -1 1/4 = -7 1/5
+9 / -1 1/5 = -7 1/2
+9 / -1 1/6 = -7 5/7
+9 / -1 1/7 = -7 7/8
+9 / -1 1/8 = -8
+9 / -1 1/9 = -8 1/10
+9 / -1 2/1 = -3
+9 / -1 2/2 = -4 1/2
+9 / -1 2/3 = -5 2/5
+9 / -1 2/4 = -6
+9 / -1 2/5 = -6 3/7
+9 / -1 2/6 = -6 3/4
+9 / -1 2/7 = -7
+9 / -1 2/8 = -7 1/5
+9 / -1 2/9 = -7 4/11
+9 / -1 3/1 = -2 1/4
+9 / -1 3/2 = -3 3/5
+9 / -1 3/3 = -4 1/2
+9 / -1 3/4 = -5 1/7
+9 / -1 3/5 = -5 5/8
+9 / -1 3/6 = -6
+9 / -1 3/7 = -6 3/10
+9 / -1 3/8 = -6 6/11
+9 / -1 3/9 = -6 3/4
+9 / -1 4/1 = -1 4/5
+9 / -1 4/2 = -3
+9 / -1 4/3 = -3 6/7
+9 / -1 4/4 = -4 1/2
+9 / -1 4/5 = -5
+9 / -1 4/6 = -5 2/5
+9 / -1 4/7 = -5 8/11
+9 / -1 4/8 = -6
+9 / -1 4/9 = -6 3/13
+9 / -1 5/1 = -1 1/2
+9 / -1 5/2 = -2 4/7
+9 / -1 5/3 = -3 3/8
+9 / -1 5/4 = -4
+9 / -1 5/5 = -4 1/2
+9 / -1 5/6 = -4 10/11
+9 / -1 5/7 = -5 1/4
+9 / -1 5/8 = -5 7/13
+9 / -1 5/9 = -5 11/14
+9 / -1 6/1 = -1 2/7
+9 / -1 6/2 = -2 1/4
+9 / -1 6/3 = -3
+9 / -1 6/4 = -3 3/5
+9 / -1 6/5 = -4 1/11
+9 / -1 6/6 = -4 1/2
+9 / -1 6/7 = -4 11/13
+9 / -1 6/8 = -5 1/7
+9 / -1 6/9 = -5 2/5
+9 / -1 7/1 = -1 1/8
+9 / -1 7/2 = -2
+9 / -1 7/3 = -2 7/10
+9 / -1 7/4 = -3 3/11
+9 / -1 7/5 = -3 3/4
+9 / -1 7/6 = -4 2/13
+9 / -1 7/7 = -4 1/2
+9 / -1 7/8 = -4 4/5
+9 / -1 7/9 = -5 1/16
+9 / -1 8/1 = -1
+9 / -1 8/2 = -1 4/5
+9 / -1 8/3 = -2 5/11
+9 / -1 8/4 = -3
+9 / -1 8/5 = -3 6/13
+9 / -1 8/6 = -3 6/7
+9 / -1 8/7 = -4 1/5
+9 / -1 8/8 = -4 1/2
+9 / -1 8/9 = -4 13/17
+9 / -1 9/1 = -9/10
+9 / -1 9/2 = -1 7/11
+9 / -1 9/3 = -2 1/4
+9 / -1 9/4 = -2 10/13
+9 / -1 9/5 = -3 3/14
+9 / -1 9/6 = -3 3/5
+9 / -1 9/7 = -3 15/16
+9 / -1 9/8 = -4 4/17
+9 / -1 9/9 = -4 1/2
+9 / -2 0/1 = -4 1/2
+9 / -2 0/2 = -4 1/2
+9 / -2 0/3 = -4 1/2
+9 / -2 0/4 = -4 1/2
+9 / -2 0/5 = -4 1/2
+9 / -2 0/6 = -4 1/2
+9 / -2 0/7 = -4 1/2
+9 / -2 0/8 = -4 1/2
+9 / -2 0/9 = -4 1/2
+9 / -2 1/1 = -3
+9 / -2 1/2 = -3 3/5
+9 / -2 1/3 = -3 6/7
+9 / -2 1/4 = -4
+9 / -2 1/5 = -4 1/11
+9 / -2 1/6 = -4 2/13
+9 / -2 1/7 = -4 1/5
+9 / -2 1/8 = -4 4/17
+9 / -2 1/9 = -4 5/19
+9 / -2 2/1 = -2 1/4
+9 / -2 2/2 = -3
+9 / -2 2/3 = -3 3/8
+9 / -2 2/4 = -3 3/5
+9 / -2 2/5 = -3 3/4
+9 / -2 2/6 = -3 6/7
+9 / -2 2/7 = -3 15/16
+9 / -2 2/8 = -4
+9 / -2 2/9 = -4 1/20
+9 / -2 3/1 = -1 4/5
+9 / -2 3/2 = -2 4/7
+9 / -2 3/3 = -3
+9 / -2 3/4 = -3 3/11
+9 / -2 3/5 = -3 6/13
+9 / -2 3/6 = -3 3/5
+9 / -2 3/7 = -3 12/17
+9 / -2 3/8 = -3 15/19
+9 / -2 3/9 = -3 6/7
+9 / -2 4/1 = -1 1/2
+9 / -2 4/2 = -2 1/4
+9 / -2 4/3 = -2 7/10
+9 / -2 4/4 = -3
+9 / -2 4/5 = -3 3/14
+9 / -2 4/6 = -3 3/8
+9 / -2 4/7 = -3 1/2
+9 / -2 4/8 = -3 3/5
+9 / -2 4/9 = -3 15/22
+9 / -2 5/1 = -1 2/7
+9 / -2 5/2 = -2
+9 / -2 5/3 = -2 5/11
+9 / -2 5/4 = -2 10/13
+9 / -2 5/5 = -3
+9 / -2 5/6 = -3 3/17
+9 / -2 5/7 = -3 6/19
+9 / -2 5/8 = -3 3/7
+9 / -2 5/9 = -3 12/23
+9 / -2 6/1 = -1 1/8
+9 / -2 6/2 = -1 4/5
+9 / -2 6/3 = -2 1/4
+9 / -2 6/4 = -2 4/7
+9 / -2 6/5 = -2 13/16
+9 / -2 6/6 = -3
+9 / -2 6/7 = -3 3/20
+9 / -2 6/8 = -3 3/11
+9 / -2 6/9 = -3 3/8
+9 / -2 7/1 = -1
+9 / -2 7/2 = -1 7/11
+9 / -2 7/3 = -2 1/13
+9 / -2 7/4 = -2 2/5
+9 / -2 7/5 = -2 11/17
+9 / -2 7/6 = -2 16/19
+9 / -2 7/7 = -3
+9 / -2 7/8 = -3 3/23
+9 / -2 7/9 = -3 6/25
+9 / -2 8/1 = -9/10
+9 / -2 8/2 = -1 1/2
+9 / -2 8/3 = -1 13/14
+9 / -2 8/4 = -2 1/4
+9 / -2 8/5 = -2 1/2
+9 / -2 8/6 = -2 7/10
+9 / -2 8/7 = -2 19/22
+9 / -2 8/8 = -3
+9 / -2 8/9 = -3 3/26
+9 / -2 9/1 = -9/11
+9 / -2 9/2 = -1 5/13
+9 / -2 9/3 = -1 4/5
+9 / -2 9/4 = -2 2/17
+9 / -2 9/5 = -2 7/19
+9 / -2 9/6 = -2 4/7
+9 / -2 9/7 = -2 17/23
+9 / -2 9/8 = -2 22/25
+9 / -2 9/9 = -3
+9 / -3 0/1 = -3
+9 / -3 0/2 = -3
+9 / -3 0/3 = -3
+9 / -3 0/4 = -3
+9 / -3 0/5 = -3
+9 / -3 0/6 = -3
+9 / -3 0/7 = -3
+9 / -3 0/8 = -3
+9 / -3 0/9 = -3
+9 / -3 1/1 = -2 1/4
+9 / -3 1/2 = -2 4/7
+9 / -3 1/3 = -2 7/10
+9 / -3 1/4 = -2 10/13
+9 / -3 1/5 = -2 13/16
+9 / -3 1/6 = -2 16/19
+9 / -3 1/7 = -2 19/22
+9 / -3 1/8 = -2 22/25
+9 / -3 1/9 = -2 25/28
+9 / -3 2/1 = -1 4/5
+9 / -3 2/2 = -2 1/4
+9 / -3 2/3 = -2 5/11
+9 / -3 2/4 = -2 4/7
+9 / -3 2/5 = -2 11/17
+9 / -3 2/6 = -2 7/10
+9 / -3 2/7 = -2 17/23
+9 / -3 2/8 = -2 10/13
+9 / -3 2/9 = -2 23/29
+9 / -3 3/1 = -1 1/2
+9 / -3 3/2 = -2
+9 / -3 3/3 = -2 1/4
+9 / -3 3/4 = -2 2/5
+9 / -3 3/5 = -2 1/2
+9 / -3 3/6 = -2 4/7
+9 / -3 3/7 = -2 5/8
+9 / -3 3/8 = -2 2/3
+9 / -3 3/9 = -2 7/10
+9 / -3 4/1 = -1 2/7
+9 / -3 4/2 = -1 4/5
+9 / -3 4/3 = -2 1/13
+9 / -3 4/4 = -2 1/4
+9 / -3 4/5 = -2 7/19
+9 / -3 4/6 = -2 5/11
+9 / -3 4/7 = -2 13/25
+9 / -3 4/8 = -2 4/7
+9 / -3 4/9 = -2 19/31
+9 / -3 5/1 = -1 1/8
+9 / -3 5/2 = -1 7/11
+9 / -3 5/3 = -1 13/14
+9 / -3 5/4 = -2 2/17
+9 / -3 5/5 = -2 1/4
+9 / -3 5/6 = -2 8/23
+9 / -3 5/7 = -2 11/26
+9 / -3 5/8 = -2 14/29
+9 / -3 5/9 = -2 17/32
+9 / -3 6/1 = -1
+9 / -3 6/2 = -1 1/2
+9 / -3 6/3 = -1 4/5
+9 / -3 6/4 = -2
+9 / -3 6/5 = -2 1/7
+9 / -3 6/6 = -2 1/4
+9 / -3 6/7 = -2 1/3
+9 / -3 6/8 = -2 2/5
+9 / -3 6/9 = -2 5/11
+9 / -3 7/1 = -9/10
+9 / -3 7/2 = -1 5/13
+9 / -3 7/3 = -1 11/16
+9 / -3 7/4 = -1 17/19
+9 / -3 7/5 = -2 1/22
+9 / -3 7/6 = -2 4/25
+9 / -3 7/7 = -2 1/4
+9 / -3 7/8 = -2 10/31
+9 / -3 7/9 = -2 13/34
+9 / -3 8/1 = -9/11
+9 / -3 8/2 = -1 2/7
+9 / -3 8/3 = -1 10/17
+9 / -3 8/4 = -1 4/5
+9 / -3 8/5 = -1 22/23
+9 / -3 8/6 = -2 1/13
+9 / -3 8/7 = -2 5/29
+9 / -3 8/8 = -2 1/4
+9 / -3 8/9 = -2 11/35
+9 / -3 9/1 = -3/4
+9 / -3 9/2 = -1 1/5
+9 / -3 9/3 = -1 1/2
+9 / -3 9/4 = -1 5/7
+9 / -3 9/5 = -1 7/8
+9 / -3 9/6 = -2
+9 / -3 9/7 = -2 1/10
+9 / -3 9/8 = -2 2/11
+9 / -3 9/9 = -2 1/4
+9 / -4 0/1 = -2 1/4
+9 / -4 0/2 = -2 1/4
+9 / -4 0/3 = -2 1/4
+9 / -4 0/4 = -2 1/4
+9 / -4 0/5 = -2 1/4
+9 / -4 0/6 = -2 1/4
+9 / -4 0/7 = -2 1/4
+9 / -4 0/8 = -2 1/4
+9 / -4 0/9 = -2 1/4
+9 / -4 1/1 = -1 4/5
+9 / -4 1/2 = -2
+9 / -4 1/3 = -2 1/13
+9 / -4 1/4 = -2 2/17
+9 / -4 1/5 = -2 1/7
+9 / -4 1/6 = -2 4/25
+9 / -4 1/7 = -2 5/29
+9 / -4 1/8 = -2 2/11
+9 / -4 1/9 = -2 7/37
+9 / -4 2/1 = -1 1/2
+9 / -4 2/2 = -1 4/5
+9 / -4 2/3 = -1 13/14
+9 / -4 2/4 = -2
+9 / -4 2/5 = -2 1/22
+9 / -4 2/6 = -2 1/13
+9 / -4 2/7 = -2 1/10
+9 / -4 2/8 = -2 2/17
+9 / -4 2/9 = -2 5/38
+9 / -4 3/1 = -1 2/7
+9 / -4 3/2 = -1 7/11
+9 / -4 3/3 = -1 4/5
+9 / -4 3/4 = -1 17/19
+9 / -4 3/5 = -1 22/23
+9 / -4 3/6 = -2
+9 / -4 3/7 = -2 1/31
+9 / -4 3/8 = -2 2/35
+9 / -4 3/9 = -2 1/13
+9 / -4 4/1 = -1 1/8
+9 / -4 4/2 = -1 1/2
+9 / -4 4/3 = -1 11/16
+9 / -4 4/4 = -1 4/5
+9 / -4 4/5 = -1 7/8
+9 / -4 4/6 = -1 13/14
+9 / -4 4/7 = -1 31/32
+9 / -4 4/8 = -2
+9 / -4 4/9 = -2 1/40
+9 / -4 5/1 = -1
+9 / -4 5/2 = -1 5/13
+9 / -4 5/3 = -1 10/17
+9 / -4 5/4 = -1 5/7
+9 / -4 5/5 = -1 4/5
+9 / -4 5/6 = -1 25/29
+9 / -4 5/7 = -1 10/11
+9 / -4 5/8 = -1 35/37
+9 / -4 5/9 = -1 40/41
+9 / -4 6/1 = -9/10
+9 / -4 6/2 = -1 2/7
+9 / -4 6/3 = -1 1/2
+9 / -4 6/4 = -1 7/11
+9 / -4 6/5 = -1 19/26
+9 / -4 6/6 = -1 4/5
+9 / -4 6/7 = -1 29/34
+9 / -4 6/8 = -1 17/19
+9 / -4 6/9 = -1 13/14
+9 / -4 7/1 = -9/11
+9 / -4 7/2 = -1 1/5
+9 / -4 7/3 = -1 8/19
+9 / -4 7/4 = -1 13/23
+9 / -4 7/5 = -1 2/3
+9 / -4 7/6 = -1 23/31
+9 / -4 7/7 = -1 4/5
+9 / -4 7/8 = -1 11/13
+9 / -4 7/9 = -1 38/43
+9 / -4 8/1 = -3/4
+9 / -4 8/2 = -1 1/8
+9 / -4 8/3 = -1 7/20
+9 / -4 8/4 = -1 1/2
+9 / -4 8/5 = -1 17/28
+9 / -4 8/6 = -1 11/16
+9 / -4 8/7 = -1 3/4
+9 / -4 8/8 = -1 4/5
+9 / -4 8/9 = -1 37/44
+9 / -4 9/1 = -9/13
+9 / -4 9/2 = -1 1/17
+9 / -4 9/3 = -1 2/7
+9 / -4 9/4 = -1 11/25
+9 / -4 9/5 = -1 16/29
+9 / -4 9/6 = -1 7/11
+9 / -4 9/7 = -1 26/37
+9 / -4 9/8 = -1 31/41
+9 / -4 9/9 = -1 4/5
+9 / -5 0/1 = -1 4/5
+9 / -5 0/2 = -1 4/5
+9 / -5 0/3 = -1 4/5
+9 / -5 0/4 = -1 4/5
+9 / -5 0/5 = -1 4/5
+9 / -5 0/6 = -1 4/5
+9 / -5 0/7 = -1 4/5
+9 / -5 0/8 = -1 4/5
+9 / -5 0/9 = -1 4/5
+9 / -5 1/1 = -1 1/2
+9 / -5 1/2 = -1 7/11
+9 / -5 1/3 = -1 11/16
+9 / -5 1/4 = -1 5/7
+9 / -5 1/5 = -1 19/26
+9 / -5 1/6 = -1 23/31
+9 / -5 1/7 = -1 3/4
+9 / -5 1/8 = -1 31/41
+9 / -5 1/9 = -1 35/46
+9 / -5 2/1 = -1 2/7
+9 / -5 2/2 = -1 1/2
+9 / -5 2/3 = -1 10/17
+9 / -5 2/4 = -1 7/11
+9 / -5 2/5 = -1 2/3
+9 / -5 2/6 = -1 11/16
+9 / -5 2/7 = -1 26/37
+9 / -5 2/8 = -1 5/7
+9 / -5 2/9 = -1 34/47
+9 / -5 3/1 = -1 1/8
+9 / -5 3/2 = -1 5/13
+9 / -5 3/3 = -1 1/2
+9 / -5 3/4 = -1 13/23
+9 / -5 3/5 = -1 17/28
+9 / -5 3/6 = -1 7/11
+9 / -5 3/7 = -1 25/38
+9 / -5 3/8 = -1 29/43
+9 / -5 3/9 = -1 11/16
+9 / -5 4/1 = -1
+9 / -5 4/2 = -1 2/7
+9 / -5 4/3 = -1 8/19
+9 / -5 4/4 = -1 1/2
+9 / -5 4/5 = -1 16/29
+9 / -5 4/6 = -1 10/17
+9 / -5 4/7 = -1 8/13
+9 / -5 4/8 = -1 7/11
+9 / -5 4/9 = -1 32/49
+9 / -5 5/1 = -9/10
+9 / -5 5/2 = -1 1/5
+9 / -5 5/3 = -1 7/20
+9 / -5 5/4 = -1 11/25
+9 / -5 5/5 = -1 1/2
+9 / -5 5/6 = -1 19/35
+9 / -5 5/7 = -1 23/40
+9 / -5 5/8 = -1 3/5
+9 / -5 5/9 = -1 31/50
+9 / -5 6/1 = -9/11
